"","Gene","female","male","total","male_ratio","female_ratio","p_value"
"5739","FIP1L1",27,45,72,0.625,0.375,1
"5740","FIS1",2,8,10,0.8,0.2,1
"5741","FITM1",4,18,22,0.818181818181818,0.181818181818182,1
"5742","FITM2",11,6,17,0.352941176470588,0.647058823529412,1
"5743","FIZ1",16,25,41,0.609756097560976,0.390243902439024,1
"5744","FJX1",10,7,17,0.411764705882353,0.588235294117647,1
"5745","FKBP10",24,25,49,0.510204081632653,0.489795918367347,1
"5746","FKBP11",6,18,24,0.75,0.25,1
"5747","FKBP14",7,12,19,0.631578947368421,0.368421052631579,1
"5748","FKBP15",32,54,86,0.627906976744186,0.372093023255814,1
"5749","FKBP1A",5,4,9,0.444444444444444,0.555555555555556,1
"5750","FKBP1B",0,4,4,1,0,1
"5751","FKBP1C",1,0,1,0,1,1
"5752","FKBP2",3,5,8,0.625,0.375,1
"5753","FKBP3",4,13,17,0.764705882352941,0.235294117647059,1
"5754","FKBP4",14,23,37,0.621621621621622,0.378378378378378,1
"5755","FKBP5",13,37,50,0.74,0.26,1
"5756","FKBP6",29,32,61,0.524590163934426,0.475409836065574,1
"5757","FKBP7",5,10,15,0.666666666666667,0.333333333333333,1
"5758","FKBP8",13,28,41,0.682926829268293,0.317073170731707,1
"5759","FKBP9",28,39,67,0.582089552238806,0.417910447761194,1
"5760","FKBPL",23,21,44,0.477272727272727,0.522727272727273,1
"5761","FKRP",11,9,20,0.45,0.55,1
"5762","FKTN",13,26,39,0.666666666666667,0.333333333333333,1
"5763","FLACC1",16,21,37,0.567567567567568,0.432432432432432,1
"5764","FLAD1",15,37,52,0.711538461538462,0.288461538461538,1
"5765","FLCN",42,37,79,0.468354430379747,0.531645569620253,1
"5766","FLG",399,699,1098,0.636612021857924,0.363387978142077,1
"5767","FLG2",158,310,468,0.662393162393162,0.337606837606838,1
"5768","FLI1",28,50,78,0.641025641025641,0.358974358974359,1
"5769","FLII",32,35,67,0.522388059701492,0.477611940298507,1
"5770","FLNA",174,88,262,0.33587786259542,0.66412213740458,1
"5771","FLNB",95,148,243,0.609053497942387,0.390946502057613,1
"5772","FLNC",158,250,408,0.612745098039216,0.387254901960784,1
"5773","FLOT1",20,24,44,0.545454545454545,0.454545454545455,1
"5774","FLOT2",13,22,35,0.628571428571429,0.371428571428571,1
"5775","FLRT1",21,35,56,0.625,0.375,1
"5776","FLRT2",77,129,206,0.62621359223301,0.37378640776699,1
"5777","FLRT3",31,51,82,0.621951219512195,0.378048780487805,1
"5778","FLT1",69,130,199,0.653266331658292,0.346733668341709,1
"5779","FLT3",72,95,167,0.568862275449102,0.431137724550898,1
"5780","FLT3LG",5,9,14,0.642857142857143,0.357142857142857,1
"5781","FLT4",75,136,211,0.644549763033175,0.355450236966825,1
"5782","FLVCR1",7,22,29,0.758620689655172,0.241379310344828,1
"5783","FLVCR2",23,22,45,0.488888888888889,0.511111111111111,1
"5784","FLYWCH1",8,31,39,0.794871794871795,0.205128205128205,1
"5785","FLYWCH2",3,4,7,0.571428571428571,0.428571428571429,1
"5786","FMC1",1,1,2,0.5,0.5,1
"5787","FMC1-LUC7L2",6,4,10,0.4,0.6,1
"5788","FMN1",35,34,69,0.492753623188406,0.507246376811594,1
"5789","FMN2",151,306,457,0.669584245076586,0.330415754923414,1
"5790","FMNL1",21,56,77,0.727272727272727,0.272727272727273,1
"5791","FMNL2",34,62,96,0.645833333333333,0.354166666666667,1
"5792","FMNL3",41,60,101,0.594059405940594,0.405940594059406,1
"5793","FMO1",41,69,110,0.627272727272727,0.372727272727273,1
"5794","FMO2",18,69,87,0.793103448275862,0.206896551724138,1
"5795","FMO3",47,73,120,0.608333333333333,0.391666666666667,1
"5796","FMO4",26,53,79,0.670886075949367,0.329113924050633,1
"5797","FMO5",21,38,59,0.644067796610169,0.355932203389831,1
"5798","FMO6P",0,3,3,1,0,1
"5799","FMOD",27,35,62,0.564516129032258,0.435483870967742,1
"5800","FMR1",54,27,81,0.333333333333333,0.666666666666667,1
"5801","FMR1NB",27,27,54,0.5,0.5,1
"5802","FN1",106,169,275,0.614545454545455,0.385454545454545,1
"5803","FN3K",11,10,21,0.476190476190476,0.523809523809524,1
"5804","FN3KRP",11,12,23,0.521739130434783,0.478260869565217,1
"5805","FNBP1",15,36,51,0.705882352941177,0.294117647058824,1
"5806","FNBP1L",17,15,32,0.46875,0.53125,1
"5807","FNBP4",32,75,107,0.700934579439252,0.299065420560748,1
"5808","FNDC1",80,200,280,0.714285714285714,0.285714285714286,1
"5809","FNDC11",10,24,34,0.705882352941177,0.294117647058824,1
"5810","FNDC3A",33,60,93,0.645161290322581,0.354838709677419,1
"5811","FNDC3B",48,62,110,0.563636363636364,0.436363636363636,1
"5812","FNDC4",15,8,23,0.347826086956522,0.652173913043478,1
"5813","FNDC5",7,7,14,0.5,0.5,1
"5814","FNDC7",21,52,73,0.712328767123288,0.287671232876712,1
"5815","FNDC8",11,16,27,0.592592592592593,0.407407407407407,1
"5816","FNIP1",43,68,111,0.612612612612613,0.387387387387387,1
"5817","FNIP2",33,52,85,0.611764705882353,0.388235294117647,1
"5818","FNTA",11,19,30,0.633333333333333,0.366666666666667,1
"5819","FNTB",9,19,28,0.678571428571429,0.321428571428571,1
"5820","FO393400.1",6,3,9,0.333333333333333,0.666666666666667,1
"5821","FOCAD",52,82,134,0.611940298507463,0.388059701492537,1
"5822","FOLH1",64,119,183,0.650273224043716,0.349726775956284,1
"5823","FOLH1B",58,87,145,0.6,0.4,1
"5824","FOLR1",16,18,34,0.529411764705882,0.470588235294118,1
"5825","FOLR2",5,12,17,0.705882352941177,0.294117647058824,1
"5826","FOLR3",24,27,51,0.529411764705882,0.470588235294118,1
"5827","FOS",12,23,35,0.657142857142857,0.342857142857143,1
"5828","FOSB",19,18,37,0.486486486486487,0.513513513513513,1
"5829","FOSL1",14,6,20,0.3,0.7,1
"5830","FOSL2",16,29,45,0.644444444444444,0.355555555555556,1
"5831","FOXA1",18,25,43,0.581395348837209,0.418604651162791,1
"5832","FOXA2",15,25,40,0.625,0.375,1
"5833","FOXA3",9,34,43,0.790697674418605,0.209302325581395,1
"5834","FOXB1",8,15,23,0.652173913043478,0.347826086956522,1
"5835","FOXB2",19,20,39,0.512820512820513,0.487179487179487,1
"5836","FOXC1",12,10,22,0.454545454545455,0.545454545454545,1
"5837","FOXC2",15,31,46,0.673913043478261,0.326086956521739,1
"5838","FOXD1",5,3,8,0.375,0.625,1
"5839","FOXD2",5,12,17,0.705882352941177,0.294117647058824,1
"5840","FOXD3",9,9,18,0.5,0.5,1
"5841","FOXD4",20,15,35,0.428571428571429,0.571428571428571,1
"5842","FOXD4L1",20,25,45,0.555555555555556,0.444444444444444,1
"5843","FOXD4L3",6,18,24,0.75,0.25,1
"5844","FOXD4L4",24,48,72,0.666666666666667,0.333333333333333,1
"5845","FOXD4L5",22,44,66,0.666666666666667,0.333333333333333,1
"5846","FOXD4L6",12,11,23,0.478260869565217,0.521739130434783,1
"5847","FOXE1",11,20,31,0.645161290322581,0.354838709677419,1
"5848","FOXE3",5,7,12,0.583333333333333,0.416666666666667,1
"5849","FOXF1",15,23,38,0.605263157894737,0.394736842105263,1
"5850","FOXF2",15,19,34,0.558823529411765,0.441176470588235,1
"5851","FOXG1",42,67,109,0.614678899082569,0.385321100917431,1
"5852","FOXH1",11,22,33,0.666666666666667,0.333333333333333,1
"5853","FOXI1",34,51,85,0.6,0.4,1
"5854","FOXI2",7,10,17,0.588235294117647,0.411764705882353,1
"5855","FOXI3",0,3,3,1,0,1
"5856","FOXJ1",5,18,23,0.782608695652174,0.217391304347826,1
"5857","FOXJ2",24,32,56,0.571428571428571,0.428571428571429,1
"5858","FOXJ3",21,32,53,0.60377358490566,0.39622641509434,1
"5859","FOXK1",38,38,76,0.5,0.5,1
"5860","FOXK2",20,29,49,0.591836734693878,0.408163265306122,1
"5861","FOXL1",19,18,37,0.486486486486487,0.513513513513513,1
"5862","FOXL2",13,19,32,0.59375,0.40625,1
"5863","FOXL2NB",12,11,23,0.478260869565217,0.521739130434783,1
"5864","FOXM1",27,47,74,0.635135135135135,0.364864864864865,1
"5865","FOXN1",35,33,68,0.485294117647059,0.514705882352941,1
"5866","FOXN2",19,35,54,0.648148148148148,0.351851851851852,1
"5867","FOXN3",24,33,57,0.578947368421053,0.421052631578947,1
"5868","FOXN4",17,14,31,0.451612903225806,0.548387096774194,1
"5869","FOXO1",16,36,52,0.692307692307692,0.307692307692308,1
"5870","FOXO3",18,29,47,0.617021276595745,0.382978723404255,1
"5871","FOXO4",37,15,52,0.288461538461538,0.711538461538462,1
"5872","FOXP1",36,59,95,0.621052631578947,0.378947368421053,1
"5873","FOXP2",47,79,126,0.626984126984127,0.373015873015873,1
"5874","FOXP3",23,9,32,0.28125,0.71875,1
"5875","FOXP4",21,36,57,0.631578947368421,0.368421052631579,1
"5876","FOXQ1",13,15,28,0.535714285714286,0.464285714285714,1
"5877","FOXR1",10,26,36,0.722222222222222,0.277777777777778,1
"5878","FOXR2",22,34,56,0.607142857142857,0.392857142857143,1
"5879","FOXRED1",18,28,46,0.608695652173913,0.391304347826087,1
"5880","FOXRED2",17,45,62,0.725806451612903,0.274193548387097,1
"5881","FOXS1",21,30,51,0.588235294117647,0.411764705882353,1
"5882","FPGS",14,24,38,0.631578947368421,0.368421052631579,1
"5883","FPGT",23,35,58,0.603448275862069,0.396551724137931,1
"5884","FPGT-TNNI3K",42,84,126,0.666666666666667,0.333333333333333,1
"5885","FPR1",27,57,84,0.678571428571429,0.321428571428571,1
"5886","FPR2",25,57,82,0.695121951219512,0.304878048780488,1
"5887","FPR3",21,42,63,0.666666666666667,0.333333333333333,1
"5888","FRA10AC1",5,24,29,0.827586206896552,0.172413793103448,1
"5889","FRAS1",160,278,438,0.634703196347032,0.365296803652968,1
"5890","FRAT1",2,2,4,0.5,0.5,1
"5891","FREM1",120,208,328,0.634146341463415,0.365853658536585,1
"5892","FREM2",149,258,407,0.633906633906634,0.366093366093366,1
"5893","FRG1",12,11,23,0.478260869565217,0.521739130434783,1
"5894","FRG1BP",1,2,3,0.666666666666667,0.333333333333333,1
"5895","FRG2",11,36,47,0.765957446808511,0.234042553191489,1
"5896","FRG2B",16,35,51,0.686274509803922,0.313725490196078,1
"5897","FRG2C",47,79,126,0.626984126984127,0.373015873015873,1
"5898","FRK",24,35,59,0.593220338983051,0.406779661016949,1
"5899","FRMD1",18,37,55,0.672727272727273,0.327272727272727,1
"5900","FRMD3",21,54,75,0.72,0.28,1
"5901","FRMD4A",42,76,118,0.644067796610169,0.355932203389831,1
"5902","FRMD4B",24,39,63,0.619047619047619,0.380952380952381,1
"5903","FRMD5",22,17,39,0.435897435897436,0.564102564102564,1
"5904","FRMD6",34,45,79,0.569620253164557,0.430379746835443,1
"5905","FRMD7",62,43,105,0.40952380952381,0.59047619047619,1
"5906","FRMD8",15,27,42,0.642857142857143,0.357142857142857,1
"5907","FRMPD1",85,113,198,0.570707070707071,0.429292929292929,1
"5908","FRMPD2",68,141,209,0.674641148325359,0.325358851674641,1
"5909","FRMPD2B",33,61,94,0.648936170212766,0.351063829787234,1
"5910","FRMPD3",91,66,157,0.420382165605096,0.579617834394904,1
"5911","FRMPD4",115,109,224,0.486607142857143,0.513392857142857,1
"5912","FRRS1",21,33,54,0.611111111111111,0.388888888888889,1
"5913","FRRS1L",7,19,26,0.730769230769231,0.269230769230769,1
"5914","FRS2",19,31,50,0.62,0.38,1
"5915","FRS3",22,39,61,0.639344262295082,0.360655737704918,1
"5916","FRY",133,242,375,0.645333333333333,0.354666666666667,1
"5917","FRYL",96,184,280,0.657142857142857,0.342857142857143,1
"5918","FRZB",17,30,47,0.638297872340426,0.361702127659574,1
"5919","FSCB",66,130,196,0.663265306122449,0.336734693877551,1
"5920","FSCN1",16,25,41,0.609756097560976,0.390243902439024,1
"5921","FSCN2",6,17,23,0.739130434782609,0.260869565217391,1
"5922","FSCN3",26,50,76,0.657894736842105,0.342105263157895,1
"5923","FSD1",17,35,52,0.673076923076923,0.326923076923077,1
"5924","FSD1L",0,3,3,1,0,1
"5925","FSD2",30,45,75,0.6,0.4,1
"5926","FSHB",9,25,34,0.735294117647059,0.264705882352941,1
"5927","FSHR",75,127,202,0.628712871287129,0.371287128712871,1
"5928","FSIP1",18,54,72,0.75,0.25,1
"5929","FSIP2",93,198,291,0.680412371134021,0.319587628865979,1
"5930","FST",11,26,37,0.702702702702703,0.297297297297297,1
"5931","FSTL1",15,22,37,0.594594594594595,0.405405405405405,1
"5932","FSTL3",4,6,10,0.6,0.4,1
"5933","FSTL4",44,58,102,0.568627450980392,0.431372549019608,1
"5934","FSTL5",107,163,270,0.603703703703704,0.396296296296296,1
"5935","FTCD",24,24,48,0.5,0.5,1
"5936","FTH1",6,15,21,0.714285714285714,0.285714285714286,1
"5937","FTHL17",26,16,42,0.380952380952381,0.619047619047619,1
"5938","FTL",4,11,15,0.733333333333333,0.266666666666667,1
"5939","FTMT",31,41,72,0.569444444444444,0.430555555555556,1
"5940","FTO",21,31,52,0.596153846153846,0.403846153846154,1
"5941","FTSJ1",16,10,26,0.384615384615385,0.615384615384615,1
"5942","FTSJ3",30,49,79,0.620253164556962,0.379746835443038,1
"5943","FUBP1",49,75,124,0.604838709677419,0.395161290322581,1
"5944","FUBP3",20,38,58,0.655172413793103,0.344827586206897,1
"5945","FUCA1",12,13,25,0.52,0.48,1
"5946","FUCA2",9,19,28,0.678571428571429,0.321428571428571,1
"5947","FUNDC1",2,5,7,0.714285714285714,0.285714285714286,1
"5948","FUNDC2",18,3,21,0.142857142857143,0.857142857142857,1
"5949","FUOM",3,3,6,0.5,0.5,1
"5950","FURIN",31,33,64,0.515625,0.484375,1
"5951","FUS",11,30,41,0.731707317073171,0.268292682926829,1
"5952","FUT1",26,25,51,0.490196078431373,0.509803921568627,1
"5953","FUT10",15,30,45,0.666666666666667,0.333333333333333,1
"5954","FUT11",14,10,24,0.416666666666667,0.583333333333333,1
"5955","FUT2",11,20,31,0.645161290322581,0.354838709677419,1
"5956","FUT3",17,32,49,0.653061224489796,0.346938775510204,1
"5957","FUT4",4,14,18,0.777777777777778,0.222222222222222,1
"5958","FUT5",15,44,59,0.745762711864407,0.254237288135593,1
"5959","FUT6",15,31,46,0.673913043478261,0.326086956521739,1
"5960","FUT7",8,11,19,0.578947368421053,0.421052631578947,1
"5961","FUT8",12,47,59,0.796610169491525,0.203389830508475,1
"5962","FUT9",35,89,124,0.717741935483871,0.282258064516129,1
"5963","FUZ",9,16,25,0.64,0.36,1
"5964","FXN",6,7,13,0.538461538461538,0.461538461538462,1
"5965","FXR1",39,47,86,0.546511627906977,0.453488372093023,1
"5966","FXR2",27,28,55,0.509090909090909,0.490909090909091,1
"5967","FXYD1",5,4,9,0.444444444444444,0.555555555555556,1
"5968","FXYD2",2,0,2,0,1,1
"5969","FXYD4",4,3,7,0.428571428571429,0.571428571428571,1
"5970","FXYD5",7,15,22,0.681818181818182,0.318181818181818,1
"5971","FXYD6",3,7,10,0.7,0.3,1
"5972","FXYD6P3",8,13,21,0.619047619047619,0.380952380952381,1
"5973","FXYD7",1,4,5,0.8,0.2,1
"5974","FYB1",61,78,139,0.561151079136691,0.438848920863309,1
"5975","FYB2",42,111,153,0.725490196078431,0.274509803921569,1
"5976","FYCO1",43,66,109,0.605504587155963,0.394495412844037,1
"5977","FYN",24,44,68,0.647058823529412,0.352941176470588,1
"5978","FYTTD1",11,22,33,0.666666666666667,0.333333333333333,1
"5979","FZD1",30,31,61,0.508196721311475,0.491803278688525,1
"5980","FZD10",46,67,113,0.592920353982301,0.407079646017699,1
"5981","FZD2",22,38,60,0.633333333333333,0.366666666666667,1
"5982","FZD3",33,29,62,0.467741935483871,0.532258064516129,1
"5983","FZD4",10,21,31,0.67741935483871,0.32258064516129,1
"5984","FZD5",6,22,28,0.785714285714286,0.214285714285714,1
"5985","FZD6",28,36,64,0.5625,0.4375,1
"5986","FZD7",23,31,54,0.574074074074074,0.425925925925926,1
"5987","FZD8",24,30,54,0.555555555555556,0.444444444444444,1
"5988","FZD9",15,28,43,0.651162790697674,0.348837209302326,1
"5989","FZR1",24,31,55,0.563636363636364,0.436363636363636,1
"5990","G0S2",2,3,5,0.6,0.4,1
"5991","G2E3",28,51,79,0.645569620253165,0.354430379746835,1
"5992","G3BP1",24,41,65,0.630769230769231,0.369230769230769,1
"5993","G3BP2",21,23,44,0.522727272727273,0.477272727272727,1
"5994","G6PC",20,29,49,0.591836734693878,0.408163265306122,1
"5995","G6PC2",13,30,43,0.697674418604651,0.302325581395349,1
"5996","G6PC3",12,13,25,0.52,0.48,1
"5997","G6PD",35,19,54,0.351851851851852,0.648148148148148,1
"5998","GAA",32,46,78,0.58974358974359,0.41025641025641,1
"5999","GAB1",18,40,58,0.689655172413793,0.310344827586207,1
"6000","GAB2",20,26,46,0.565217391304348,0.434782608695652,1
"6001","GAB3",40,18,58,0.310344827586207,0.689655172413793,1
"6002","GAB4",50,64,114,0.56140350877193,0.43859649122807,1
"6003","GABARAP",0,5,5,1,0,0.77
"6004","GABARAPL1",6,10,16,0.625,0.375,0.77
"6005","GABARAPL2",1,8,9,0.888888888888889,0.111111111111111,0.77
"6006","GABBR1",47,62,109,0.568807339449541,0.431192660550459,1
"6007","GABBR2",43,82,125,0.656,0.344,1
"6008","GABPA",20,31,51,0.607843137254902,0.392156862745098,1
"6009","GABPB1",17,29,46,0.630434782608696,0.369565217391304,1
"6010","GABPB2",11,26,37,0.702702702702703,0.297297297297297,1
"6011","GABRA1",57,109,166,0.656626506024096,0.343373493975904,0.66
"6012","GABRA2",55,125,180,0.694444444444444,0.305555555555556,0.66
"6013","GABRA3",59,50,109,0.458715596330275,0.541284403669725,0.66
"6014","GABRA4",69,80,149,0.536912751677852,0.463087248322148,0.66
"6015","GABRA5",41,81,122,0.663934426229508,0.336065573770492,0.66
"6016","GABRA6",66,100,166,0.602409638554217,0.397590361445783,0.66
"6017","GABRB1",45,73,118,0.61864406779661,0.38135593220339,0.53
"6018","GABRB2",48,86,134,0.641791044776119,0.358208955223881,0.53
"6019","GABRB3",45,124,169,0.733727810650888,0.266272189349112,0.53
"6020","GABRD",31,29,60,0.483333333333333,0.516666666666667,0.53
"6021","GABRE",45,49,94,0.521276595744681,0.478723404255319,0.53
"6022","GABRG1",65,147,212,0.693396226415094,0.306603773584906,0.53
"6023","GABRG2",72,92,164,0.560975609756098,0.439024390243902,0.53
"6024","GABRG3",46,66,112,0.589285714285714,0.410714285714286,0.53
"6025","GABRP",20,45,65,0.692307692307692,0.307692307692308,0.53
"6026","GABRQ",64,64,128,0.5,0.5,0.53
"6027","GABRR1",32,41,73,0.561643835616438,0.438356164383562,0.53
"6028","GABRR2",22,28,50,0.56,0.44,0.53
"6029","GABRR3",24,28,52,0.538461538461538,0.461538461538462,0.53
"6030","GAD1",37,63,100,0.63,0.37,1
"6031","GAD2",42,80,122,0.655737704918033,0.344262295081967,1
"6032","GADD45A",4,3,7,0.428571428571429,0.571428571428571,1
"6033","GADD45B",2,7,9,0.777777777777778,0.222222222222222,1
"6034","GADD45G",2,8,10,0.8,0.2,1
"6035","GADD45GIP1",4,11,15,0.733333333333333,0.266666666666667,1
"6036","GADL1",21,42,63,0.666666666666667,0.333333333333333,1
"6037","GAGE1",3,8,11,0.727272727272727,0.272727272727273,1
"6038","GAGE10",9,8,17,0.470588235294118,0.529411764705882,1
"6039","GAGE12H",0,1,1,1,0,1
"6040","GAGE12J",1,1,2,0.5,0.5,1
"6041","GAGE2A",1,3,4,0.75,0.25,1
"6042","GAGE2E",7,8,15,0.533333333333333,0.466666666666667,1
"6043","GAK",54,68,122,0.557377049180328,0.442622950819672,1
"6044","GAL",2,7,9,0.777777777777778,0.222222222222222,1
"6045","GAL3ST1",18,44,62,0.709677419354839,0.290322580645161,1
"6046","GAL3ST2",14,15,29,0.517241379310345,0.482758620689655,1
"6047","GAL3ST3",18,33,51,0.647058823529412,0.352941176470588,1
"6048","GAL3ST4",19,42,61,0.688524590163934,0.311475409836066,1
"6049","GALC",25,40,65,0.615384615384615,0.384615384615385,1
"6050","GALE",8,11,19,0.578947368421053,0.421052631578947,1
"6051","GALK1",4,13,17,0.764705882352941,0.235294117647059,0.29
"6052","GALK2",14,24,38,0.631578947368421,0.368421052631579,0.29
"6053","GALM",10,17,27,0.62962962962963,0.37037037037037,1
"6054","GALNS",16,15,31,0.483870967741935,0.516129032258065,1
"6055","GALNT1",29,25,54,0.462962962962963,0.537037037037037,1
"6056","GALNT10",31,32,63,0.507936507936508,0.492063492063492,1
"6057","GALNT11",15,28,43,0.651162790697674,0.348837209302326,1
"6058","GALNT12",10,36,46,0.782608695652174,0.217391304347826,1
"6059","GALNT13",59,123,182,0.675824175824176,0.324175824175824,1
"6060","GALNT14",49,77,126,0.611111111111111,0.388888888888889,1
"6061","GALNT15",31,57,88,0.647727272727273,0.352272727272727,1
"6062","GALNT16",20,37,57,0.649122807017544,0.350877192982456,1
"6063","GALNT17",90,163,253,0.644268774703557,0.355731225296443,1
"6064","GALNT18",22,46,68,0.676470588235294,0.323529411764706,1
"6065","GALNT2",32,43,75,0.573333333333333,0.426666666666667,1
"6066","GALNT3",19,38,57,0.666666666666667,0.333333333333333,1
"6067","GALNT4",1,2,3,0.666666666666667,0.333333333333333,1
"6068","GALNT5",42,76,118,0.644067796610169,0.355932203389831,1
"6069","GALNT6",33,55,88,0.625,0.375,1
"6070","GALNT7",24,32,56,0.571428571428571,0.428571428571429,1
"6071","GALNT8",28,41,69,0.594202898550725,0.405797101449275,1
"6072","GALNT9",14,23,37,0.621621621621622,0.378378378378378,1
"6073","GALNTL5",31,59,90,0.655555555555556,0.344444444444444,1
"6074","GALNTL6",45,98,143,0.685314685314685,0.314685314685315,1
"6075","GALP",7,20,27,0.740740740740741,0.259259259259259,1
"6076","GALR1",36,29,65,0.446153846153846,0.553846153846154,1
"6077","GALR2",14,17,31,0.548387096774194,0.451612903225806,1
"6078","GALR3",4,7,11,0.636363636363636,0.363636363636364,1
"6079","GALT",15,17,32,0.53125,0.46875,1
"6080","GAMT",7,8,15,0.533333333333333,0.466666666666667,1
"6081","GAN",25,28,53,0.528301886792453,0.471698113207547,1
"6082","GANAB",33,60,93,0.645161290322581,0.354838709677419,1
"6083","GANC",23,35,58,0.603448275862069,0.396551724137931,1
"6084","GAP43",18,44,62,0.709677419354839,0.290322580645161,1
"6085","GAPDH",6,21,27,0.777777777777778,0.222222222222222,1
"6086","GAPDHS",17,28,45,0.622222222222222,0.377777777777778,1
"6087","GAPT",9,13,22,0.590909090909091,0.409090909090909,1
"6088","GAPVD1",44,77,121,0.636363636363636,0.363636363636364,1
"6089","GAR1",14,10,24,0.416666666666667,0.583333333333333,0.77
"6090","GAREM1",33,55,88,0.625,0.375,0.77
"6091","GAREM2",0,3,3,1,0,0.77
"6092","GARNL3",32,62,94,0.659574468085106,0.340425531914894,0.77
"6093","GARRE1",20,51,71,0.71830985915493,0.28169014084507,0.77
"6094","GARS1",17,19,36,0.527777777777778,0.472222222222222,0.77
"6095","GART",31,40,71,0.563380281690141,0.436619718309859,0.77
"6096","GAS1",6,1,7,0.142857142857143,0.857142857142857,1
"6097","GAS2",22,44,66,0.666666666666667,0.333333333333333,1
"6098","GAS2L1",30,33,63,0.523809523809524,0.476190476190476,1
"6099","GAS2L2",51,65,116,0.560344827586207,0.439655172413793,1
"6100","GAS2L3",36,36,72,0.5,0.5,1
"6101","GAS6",21,31,52,0.596153846153846,0.403846153846154,1
"6102","GAS7",28,40,68,0.588235294117647,0.411764705882353,1
"6103","GAS8",10,14,24,0.583333333333333,0.416666666666667,1
"6104","GASK1A",0,1,1,1,0,1
"6105","GASK1B",32,41,73,0.561643835616438,0.438356164383562,1
"6106","GAST",7,7,14,0.5,0.5,1
"6107","GATA1",27,16,43,0.372093023255814,0.627906976744186,1
"6108","GATA2",21,33,54,0.611111111111111,0.388888888888889,1
"6109","GATA3",42,58,100,0.58,0.42,1
"6110","GATA4",16,19,35,0.542857142857143,0.457142857142857,1
"6111","GATA5",10,17,27,0.62962962962963,0.37037037037037,1
"6112","GATA6",17,20,37,0.540540540540541,0.459459459459459,1
"6113","GATAD1",6,3,9,0.333333333333333,0.666666666666667,1
"6114","GATAD2A",22,36,58,0.620689655172414,0.379310344827586,1
"6115","GATAD2B",22,28,50,0.56,0.44,1
"6116","GATB",17,36,53,0.679245283018868,0.320754716981132,1
"6117","GATC",4,3,7,0.428571428571429,0.571428571428571,1
"6118","GATD1",8,6,14,0.428571428571429,0.571428571428571,1
"6119","GATM",13,30,43,0.697674418604651,0.302325581395349,1
"6120","GBA",18,37,55,0.672727272727273,0.327272727272727,1
"6121","GBA2",18,42,60,0.7,0.3,1
"6122","GBA3",37,63,100,0.63,0.37,1
"6123","GBE1",28,40,68,0.588235294117647,0.411764705882353,1
"6124","GBF1",60,83,143,0.58041958041958,0.41958041958042,1
"6125","GBGT1",9,12,21,0.571428571428571,0.428571428571429,1
"6126","GBP1",23,47,70,0.671428571428571,0.328571428571429,1
"6127","GBP2",22,30,52,0.576923076923077,0.423076923076923,1
"6128","GBP3",14,31,45,0.688888888888889,0.311111111111111,1
"6129","GBP4",21,51,72,0.708333333333333,0.291666666666667,1
"6130","GBP5",38,53,91,0.582417582417582,0.417582417582418,1
"6131","GBP6",36,51,87,0.586206896551724,0.413793103448276,1
"6132","GBP7",29,45,74,0.608108108108108,0.391891891891892,1
"6133","GBX1",10,25,35,0.714285714285714,0.285714285714286,1
"6134","GBX2",14,14,28,0.5,0.5,1
"6135","GC",23,48,71,0.676056338028169,0.323943661971831,1
"6136","GCA",12,10,22,0.454545454545455,0.545454545454545,1
"6137","GCAT",18,21,39,0.538461538461538,0.461538461538462,1
"6138","GCC1",34,50,84,0.595238095238095,0.404761904761905,1
"6139","GCC2",53,89,142,0.626760563380282,0.373239436619718,1
"6140","GCDH",23,30,53,0.566037735849057,0.433962264150943,1
"6141","GCFC2",17,38,55,0.690909090909091,0.309090909090909,1
"6142","GCG",10,24,34,0.705882352941177,0.294117647058824,1
"6143","GCH1",7,9,16,0.5625,0.4375,1
"6144","GCHFR",5,2,7,0.285714285714286,0.714285714285714,1
"6145","GCK",24,44,68,0.647058823529412,0.352941176470588,1
"6146","GCKR",15,45,60,0.75,0.25,1
"6147","GCLC",26,30,56,0.535714285714286,0.464285714285714,1
"6148","GCLM",9,15,24,0.625,0.375,1
"6149","GCM1",30,34,64,0.53125,0.46875,1
"6150","GCM2",23,42,65,0.646153846153846,0.353846153846154,1
"6151","GCN1",90,150,240,0.625,0.375,1
"6152","GCNA",52,25,77,0.324675324675325,0.675324675324675,1
"6153","GCNT1",21,33,54,0.611111111111111,0.388888888888889,1
"6154","GCNT2",18,27,45,0.6,0.4,1
"6155","GCNT3",12,30,42,0.714285714285714,0.285714285714286,1
"6156","GCNT4",20,45,65,0.692307692307692,0.307692307692308,1
"6157","GCNT7",0,1,1,1,0,1
"6158","GCOM1",22,38,60,0.633333333333333,0.366666666666667,1
"6159","GCSAM",3,23,26,0.884615384615385,0.115384615384615,1
"6160","GCSAML",24,37,61,0.60655737704918,0.39344262295082,1
"6161","GCSH",0,1,1,1,0,1
"6162","GDA",19,51,70,0.728571428571429,0.271428571428571,1
"6163","GDAP1",20,17,37,0.459459459459459,0.540540540540541,1
"6164","GDAP1L1",13,27,40,0.675,0.325,1
"6165","GDAP2",31,31,62,0.5,0.5,1
"6166","GDE1",7,11,18,0.611111111111111,0.388888888888889,1
"6167","GDF1",4,4,8,0.5,0.5,1
"6168","GDF10",37,45,82,0.548780487804878,0.451219512195122,1
"6169","GDF11",14,9,23,0.391304347826087,0.608695652173913,1
