"","x"
"1328","ATG14"
"1329","ATG16L1"
"1330","ATG16L2"
"1331","ATG2A"
"1332","ATG2B"
"1333","ATG3"
"1334","ATG4A"
"1335","ATG4B"
"1336","ATG4C"
"1337","ATG4D"
"1338","ATG5"
"1339","ATG7"
"1340","ATG9A"
"1341","ATG9B"
"1342","ATIC"
"1343","ATL1"
"1344","ATL2"
"1345","ATL3"
"1346","ATM"
"1347","ATMIN"
"1348","ATN1"
"1349","ATOH1"
"1350","ATOH7"
"1351","ATOH8"
"1352","ATOX1"
"1353","ATP10A"
"1354","ATP10B"
"1355","ATP10D"
"1356","ATP11A"
"1357","ATP11AUN"
"1358","ATP11B"
"1359","ATP11C"
"1360","ATP12A"
"1361","ATP13A1"
"1362","ATP13A2"
"1363","ATP13A3"
"1364","ATP13A4"
"1365","ATP13A5"
"1366","ATP1A1"
"1367","ATP1A2"
"1368","ATP1A3"
"1369","ATP1A4"
"1370","ATP1B1"
"1371","ATP1B2"
"1372","ATP1B3"
"1373","ATP1B4"
"1374","ATP23"
"1375","ATP2A1"
"1376","ATP2A2"
"1377","ATP2A3"
"1378","ATP2B1"
"1379","ATP2B2"
"1380","ATP2B3"
"1381","ATP2B4"
"1382","ATP2C1"
"1383","ATP2C2"
"1384","ATP4A"
"1385","ATP4B"
"1386","ATP5F1A"
"1387","ATP5F1B"
"1388","ATP5F1C"
"1389","ATP5F1D"
"1390","ATP5F1E"
"1391","ATP5F1EP2"
"1392","ATP5IF1"
"1393","ATP5MC1"
"1394","ATP5MC2"
"1395","ATP5MC3"
"1396","ATP5MD"
"1397","ATP5ME"
"1398","ATP5MF"
"1399","ATP5MF-PTCD1"
"1400","ATP5MG"
"1401","ATP5MPL"
"1402","ATP5PB"
"1403","ATP5PD"
"1404","ATP5PF"
"1405","ATP5PO"
"1406","ATP6AP1"
"1407","ATP6AP1L"
"1408","ATP6AP2"
"1409","ATP6V0A1"
"1410","ATP6V0A2"
"1411","ATP6V0A4"
"1412","ATP6V0B"
"1413","ATP6V0C"
"1414","ATP6V0D1"
"1415","ATP6V0D2"
"1416","ATP6V0E1"
"1417","ATP6V0E2"
"1418","ATP6V1A"
"1419","ATP6V1B1"
"1420","ATP6V1B2"
"1421","ATP6V1C1"
"1422","ATP6V1C2"
"1423","ATP6V1D"
"1424","ATP6V1E1"
"1425","ATP6V1E2"
"1426","ATP6V1F"
"1427","ATP6V1G1"
"1428","ATP6V1G2"
"1429","ATP6V1G3"
"1430","ATP6V1H"
"1431","ATP7A"
"1432","ATP7B"
"1433","ATP8A1"
"1434","ATP8A2"
"1435","ATP8B1"
"1436","ATP8B2"
"1437","ATP8B3"
"1438","ATP8B4"
"1439","ATP9A"
"1440","ATP9B"
"1441","ATPAF1"
"1442","ATPAF2"
"1443","ATPSCKMT"
"1444","ATR"
"1445","ATRAID"
"1446","ATRIP"
"1447","ATRN"
"1448","ATRNL1"
"1449","ATRX"
"1450","ATXN1"
"1451","ATXN10"
"1452","ATXN2"
"1453","ATXN2L"
"1454","ATXN3"
"1455","ATXN3L"
"1456","ATXN7"
"1457","ATXN7L1"
"1458","ATXN7L2"
"1459","ATXN7L3"
"1460","AUH"
"1461","AUNIP"
"1462","AUP1"
"1463","AURKA"
"1464","AURKAIP1"
"1465","AURKB"
"1466","AURKC"
"1467","AUTS2"
"1468","AVEN"
"1469","AVIL"
"1470","AVL9"
"1471","AVP"
"1472","AVPI1"
"1473","AVPR1A"
"1474","AVPR1B"
"1475","AVPR2"
"1476","AWAT1"
"1477","AWAT2"
"1478","AXDND1"
"1479","AXIN1"
"1480","AXIN2"
"1481","AXL"
"1482","AZGP1"
"1483","AZI2"
"1484","AZIN1"
"1485","AZIN2"
"1486","AZU1"
"1487","B2M"
"1488","B3GALNT1"
"1489","B3GALNT2"
"1490","B3GALT1"
"1491","B3GALT2"
"1492","B3GALT4"
"1493","B3GALT5"
"1494","B3GALT5-AS1"
"1495","B3GALT6"
"1496","B3GAT1"
"1497","B3GAT2"
"1498","B3GAT3"
"1499","B3GLCT"
"1500","B3GNT2"
"1501","B3GNT3"
"1502","B3GNT4"
"1503","B3GNT5"
"1504","B3GNT6"
"1505","B3GNT7"
"1506","B3GNT8"
"1507","B3GNT9"
"1508","B3GNTL1"
"1509","B4GALNT1"
"1510","B4GALNT2"
"1511","B4GALNT3"
"1512","B4GALNT4"
"1513","B4GALT1"
"1514","B4GALT2"
"1515","B4GALT3"
"1516","B4GALT4"
"1517","B4GALT5"
"1518","B4GALT6"
"1519","B4GALT7"
"1520","B4GAT1"
"1521","B9D1"
"1522","B9D2"
"1523","BAALC"
"1524","BAAT"
"1525","BABAM1"
"1526","BABAM2"
"1527","BACE1"
"1528","BACE2"
"1529","BACH1"
"1530","BACH1-IT1"
"1531","BACH2"
"1532","BAD"
"1533","BAG1"
"1534","BAG2"
"1535","BAG3"
"1536","BAG4"
"1537","BAG5"
"1538","BAG6"
"1539","BAGE2"
"1540","BAHCC1"
"1541","BAHD1"
"1542","BAIAP2"
"1543","BAIAP2L1"
"1544","BAIAP2L2"
"1545","BAIAP3"
"1546","BAK1"
"1547","BAMBI"
"1548","BANF1"
"1549","BANF2"
"1550","BANK1"
"1551","BANP"
"1552","BAP1"
"1553","BARD1"
"1554","BARHL1"
"1555","BARHL2"
"1556","BARX1"
"1557","BARX2"
"1558","BASP1"
"1559","BATF"
"1560","BATF2"
"1561","BATF3"
"1562","BAX"
"1563","BAZ1A"
"1564","BAZ1B"
"1565","BAZ2A"
"1566","BAZ2B"
"1567","BBC3"
"1568","BBOF1"
"1569","BBOX1"
"1570","BBS1"
"1571","BBS10"
"1572","BBS12"
"1573","BBS2"
"1574","BBS4"
"1575","BBS5"
"1576","BBS7"
"1577","BBS9"
"1578","BBX"
"1579","BCAM"
"1580","BCAN"
"1581","BCAP31"
"1582","BCAR1"
"1583","BCAR3"
"1584","BCAS1"
"1585","BCAS2"
"1586","BCAS3"
"1587","BCAS4"
"1588","BCAT1"
"1589","BCAT2"
"1590","BCCIP"
"1591","BCDIN3D"
"1592","BCHE"
"1593","BCKDHA"
"1594","BCKDHB"
"1595","BCKDK"
"1596","BCL10"
"1597","BCL11A"
"1598","BCL11B"
"1599","BCL2"
"1600","BCL2A1"
"1601","BCL2L1"
"1602","BCL2L10"
"1603","BCL2L11"
"1604","BCL2L12"
"1605","BCL2L13"
"1606","BCL2L14"
"1607","BCL2L15"
"1608","BCL2L2"
"1609","BCL2L2-PABPN1"
"1610","BCL3"
"1611","BCL6"
"1612","BCL6B"
"1613","BCL7A"
"1614","BCL7B"
"1615","BCL7C"
"1616","BCL9"
"1617","BCL9L"
"1618","BCLAF1"
"1619","BCLAF3"
"1620","BCO1"
"1621","BCO2"
"1622","BCOR"
"1623","BCORL1"
"1624","BCR"
"1625","BCS1L"
"1626","BDH1"
"1627","BDH2"
"1628","BDKRB1"
"1629","BDKRB2"
"1630","BDNF"
"1631","BDP1"
"1632","BECN1"
"1633","BEGAIN"
"1634","BEND2"
"1635","BEND3"
"1636","BEND4"
"1637","BEND5"
"1638","BEND6"
"1639","BEND7"
"1640","BEST1"
"1641","BEST2"
"1642","BEST3"
"1643","BEST4"
"1644","BET1"
"1645","BET1L"
"1646","BET1P1"
"1647","BEX1"
"1648","BEX2"
"1649","BEX3"
"1650","BEX4"
"1651","BEX5"
"1652","BFAR"
"1653","BFSP1"
"1654","BFSP2"
"1655","BGLAP"
"1656","BGN"
"1657","BHLHA15"
"1658","BHLHE22"
"1659","BHLHE23"
"1660","BHLHE40"
"1661","BHLHE41"
"1662","BHMT"
"1663","BHMT2"
"1664","BICC1"
"1665","BICD1"
"1666","BICD2"
"1667","BICDL1"
"1668","BICDL2"
"1669","BICRA"
"1670","BICRAL"
"1671","BID"
"1672","BIK"
"1673","BIN1"
"1674","BIN2"
"1675","BIN3"
"1676","BIRC2"
"1677","BIRC3"
"1678","BIRC5"
"1679","BIRC6"
"1680","BIRC7"
"1681","BIRC8"
"1682","BIVM"
"1683","BIVM-ERCC5"
"1684","BLCAP"
"1685","BLID"
"1686","BLK"
"1687","BLM"
"1688","BLMH"
"1689","BLNK"
"1690","BLOC1S1"
"1691","BLOC1S2"
"1692","BLOC1S3"
"1693","BLOC1S4"
"1694","BLOC1S5"
"1695","BLOC1S6"
"1696","BLVRA"
"1697","BLVRB"
"1698","BLZF1"
"1699","BMERB1"
"1700","BMF"
"1701","BMI1"
"1702","BMP1"
"1703","BMP10"
"1704","BMP15"
"1705","BMP2"
"1706","BMP2K"
"1707","BMP2KL"
"1708","BMP3"
"1709","BMP4"
"1710","BMP5"
"1711","BMP6"
"1712","BMP7"
"1713","BMP8A"
"1714","BMP8B"
"1715","BMPER"
"1716","BMPR1A"
"1717","BMPR1B"
"1718","BMPR2"
"1719","BMS1"
"1720","BMT2"
"1721","BMX"
"1722","BNC1"
"1723","BNC2"
"1724","BNIP1"
"1725","BNIP2"
"1726","BNIP3"
"1727","BNIP3L"
"1728","BNIP5"
"1729","BNIPL"
"1730","BOC"
"1731","BOD1"
"1732","BOD1L1"
"1733","BOK"
"1734","BOLA1"
"1735","BOLA3"
"1736","BOLL"
"1737","BOP1"
"1738","BORA"
"1739","BORCS5"
"1740","BORCS6"
"1741","BORCS7"
"1742","BORCS8-MEF2B"
"1743","BPGM"
"1744","BPHL"
"1745","BPI"
"1746","BPIFA1"
"1747","BPIFA2"
"1748","BPIFA3"
"1749","BPIFB1"
"1750","BPIFB2"
"1751","BPIFB3"
"1752","BPIFB4"
"1753","BPIFB6"
"1754","BPIFC"
"1755","BPNT1"
"1756","BPNT2"
"1757","BPTF"
"1758","BPY2C"
"1759","BRAF"
"1760","BRAP"
"1761","BRAT1"
"1762","BRCA1"
"1763","BRCA2"
"1764","BRCC3"
"1765","BRD1"
"1766","BRD2"
"1767","BRD3"
"1768","BRD4"
"1769","BRD7"
"1770","BRD8"
"1771","BRD9"
"1772","BRDT"
"1773","BRF1"
"1774","BRF2"
"1775","BRI3"
"1776","BRI3BP"
"1777","BRICD5"
"1778","BRINP1"
"1779","BRINP2"
"1780","BRINP3"
"1781","BRIP1"
"1782","BRIX1"
"1783","BRK1"
"1784","BRMS1"
"1785","BRMS1L"
"1786","BROX"
"1787","BRPF1"
"1788","BRPF3"
"1789","BRS3"
"1790","BRSK1"
"1791","BRSK2"
"1792","BRWD1"
"1793","BRWD3"
"1794","BSCL2"
"1795","BSDC1"
"1796","BSG"
"1797","BSN"
"1798","BSND"
"1799","BSPRY"
"1800","BST1"
"1801","BST2"
"1802","BSX"
"1803","BTAF1"
"1804","BTBD1"
"1805","BTBD10"
"1806","BTBD11"
"1807","BTBD16"
"1808","BTBD17"
"1809","BTBD18"
"1810","BTBD2"
"1811","BTBD3"
"1812","BTBD6"
"1813","BTBD7"
"1814","BTBD8"
"1815","BTBD9"
"1816","BTC"
"1817","BTD"
"1818","BTF3"
"1819","BTF3L4"
"1820","BTG1"
"1821","BTG2"
"1822","BTG3"
"1823","BTG4"
"1824","BTK"
"1825","BTLA"
"1826","BTN1A1"
"1827","BTN2A1"
"1828","BTN2A2"
"1829","BTN2A3P"
"1830","BTN3A1"
"1831","BTN3A2"
"1832","BTN3A3"
"1833","BTNL10"
"1834","BTNL2"
"1835","BTNL3"
"1836","BTNL8"
"1837","BTNL9"
"1838","BTRC"
"1839","BUB1"
"1840","BUB1B"
"1841","BUB3"
"1842","BUD13"
"1843","BUD23"
"1844","BUD31"
"1845","BVES"
"1846","BX119917.1"
"1847","BYSL"
"1848","BZW1"
"1849","BZW2"
"1850","C10orf105"
"1851","C10orf120"
"1852","C10orf53"
"1853","C10orf62"
"1854","C10orf67"
"1855","C10orf71"
"1856","C10orf82"
"1857","C10orf88"
"1858","C10orf90"
"1859","C10orf95"
"1860","C10orf99"
"1861","C11orf1"
"1862","C11orf16"
"1863","C11orf24"
"1864","C11orf40"
"1865","C11orf42"
"1866","C11orf45"
"1867","C11orf49"
"1868","C11orf52"
"1869","C11orf53"
"1870","C11orf54"
"1871","C11orf58"
"1872","C11orf65"
"1873","C11orf68"
"1874","C11orf71"
"1875","C11orf80"
"1876","C11orf86"
"1877","C11orf87"
"1878","C11orf94"
"1879","C11orf95"
"1880","C11orf96"
"1881","C12orf29"
"1882","C12orf4"
"1883","C12orf40"
"1884","C12orf42"
"1885","C12orf43"
"1886","C12orf45"
"1887","C12orf50"
"1888","C12orf54"
"1889","C12orf56"
"1890","C12orf57"
"1891","C12orf60"
"1892","C12orf65"
"1893","C12orf66"
"1894","C12orf71"
"1895","C12orf75"
"1896","C12orf76"
"1897","C12orf77"
"1898","C14orf119"
"1899","C14orf177"
"1900","C14orf178"
"1901","C14orf180"
"1902","C14orf28"
"1903","C14orf39"
"1904","C14orf93"
"1905","C15orf32"
"1906","C15orf39"
"1907","C15orf40"
"1908","C15orf48"
"1909","C15orf54"
"1910","C16orf46"
"1911","C16orf54"
"1912","C16orf70"
"1913","C16orf71"
"1914","C16orf72"
"1915","C16orf74"
"1916","C16orf78"
"1917","C16orf82"
"1918","C16orf86"
"1919","C16orf87"
"1920","C16orf89"
"1921","C16orf90"
"1922","C16orf91"
"1923","C16orf92"
"1924","C16orf96"
"1925","C17orf100"
"1926","C17orf107"
"1927","C17orf49"
"1928","C17orf50"
"1929","C17orf58"
"1930","C17orf64"
"1931","C17orf67"
"1932","C17orf75"
"1933","C17orf78"
"1934","C17orf80"
"1935","C17orf97"
"1936","C17orf98"
"1937","C18orf21"
"1938","C18orf25"
"1939","C18orf32"
"1940","C18orf54"
"1941","C19orf12"
"1942","C19orf18"
"1943","C19orf25"
"1944","C19orf33"
"1945","C19orf38"
"1946","C19orf44"
"1947","C19orf47"
"1948","C19orf53"
"1949","C19orf54"
"1950","C19orf57"
"1951","C19orf71"
"1952","C19orf73"
"1953","C1D"
"1954","C1GALT1"
"1955","C1GALT1C1"
"1956","C1GALT1C1L"
"1957","C1orf100"
"1958","C1orf105"
"1959","C1orf109"
"1960","C1orf112"
"1961","C1orf115"
"1962","C1orf116"
"1963","C1orf122"
"1964","C1orf127"
"1965","C1orf131"
"1966","C1orf141"
"1967","C1orf146"
"1968","C1orf158"
"1969","C1orf159"
"1970","C1orf162"
"1971","C1orf167"
"1972","C1orf174"
"1973","C1orf185"
"1974","C1orf189"
"1975","C1orf194"
"1976","C1orf198"
"1977","C1orf21"
"1978","C1orf210"
"1979","C1orf216"
"1980","C1orf220"
"1981","C1orf226"
"1982","C1orf229"
"1983","C1orf35"
"1984","C1orf43"
"1985","C1orf50"
"1986","C1orf52"
"1987","C1orf53"
"1988","C1orf54"
"1989","C1orf56"
"1990","C1orf68"
"1991","C1orf74"
"1992","C1orf87"
"1993","C1orf94"
"1994","C1QA"
"1995","C1QB"
"1996","C1QBP"
"1997","C1QC"
"1998","C1QL1"
"1999","C1QL2"
"2000","C1QL3"
"2001","C1QL4"
"2002","C1QTNF1"
"2003","C1QTNF12"
"2004","C1QTNF2"
"2005","C1QTNF3"
"2006","C1QTNF4"
"2007","C1QTNF5"
"2008","C1QTNF6"
"2009","C1QTNF7"
"2010","C1QTNF8"
"2011","C1QTNF9"
"2012","C1QTNF9B"
"2013","C1R"
"2014","C1RL"
"2015","C1S"
"2016","C2"
"2017","C20orf141"
"2018","C20orf144"
"2019","C20orf194"
"2020","C20orf197"
"2021","C20orf202"
"2022","C20orf203"
"2023","C20orf204"
"2024","C20orf27"
"2025","C20orf85"
"2026","C20orf96"
"2027","C21orf58"
"2028","C21orf62"
"2029","C21orf91"
"2030","C22orf15"
"2031","C22orf23"
"2032","C22orf31"
"2033","C22orf34"
"2034","C22orf39"
"2035","C22orf42"
"2036","C2CD2"
"2037","C2CD2L"
"2038","C2CD3"
"2039","C2CD4A"
"2040","C2CD4B"
"2041","C2CD4C"
"2042","C2CD5"
"2043","C2CD6"
"2044","C2orf15"
"2045","C2orf16"
"2046","C2orf42"
"2047","C2orf49"
"2048","C2orf50"
"2049","C2orf66"
"2050","C2orf68"
"2051","C2orf69"
"2052","C2orf73"
"2053","C2orf74"
"2054","C2orf76"
"2055","C2orf78"
"2056","C2orf80"
"2057","C2orf83"
"2058","C2orf88"
"2059","C2orf91"
"2060","C3"
"2061","C3AR1"
"2062","C3orf14"
"2063","C3orf18"
"2064","C3orf20"
"2065","C3orf22"
"2066","C3orf33"
"2067","C3orf35"
"2068","C3orf38"
"2069","C3orf52"
"2070","C3orf56"
"2071","C3orf62"
"2072","C3orf70"
"2073","C3orf84"
"2074","C3P1"
"2075","C4A"
"2076","C4B"
"2077","C4BPA"
"2078","C4BPB"
"2079","C4orf17"
"2080","C4orf19"
"2081","C4orf3"
"2082","C4orf33"
"2083","C4orf45"
"2084","C4orf46"
"2085","C4orf47"
"2086","C4orf50"
"2087","C4orf51"
"2088","C5"
"2089","C5AR1"
"2090","C5AR2"
"2091","C5orf15"
"2092","C5orf22"
"2093","C5orf24"
"2094","C5orf34"
"2095","C5orf38"
"2096","C5orf46"
"2097","C5orf47"
"2098","C5orf49"
"2099","C5orf51"
"2100","C5orf52"
"2101","C5orf58"
"2102","C5orf60"
"2103","C6"
"2104","C6orf118"
"2105","C6orf120"
"2106","C6orf136"
"2107","C6orf141"
"2108","C6orf15"
"2109","C6orf201"
"2110","C6orf223"
"2111","C6orf226"
"2112","C6orf47"
"2113","C6orf58"
"2114","C6orf62"
"2115","C6orf89"
"2116","C6orf99"
"2117","C7"
"2118","C7orf25"
"2119","C7orf26"
"2120","C7orf31"
"2121","C7orf33"
"2122","C7orf50"
"2123","C7orf57"
"2124","C7orf61"
"2125","C7orf65"
"2126","C7orf66"
"2127","C8A"
"2128","C8B"
"2129","C8G"
"2130","C8orf31"
"2131","C8orf33"
"2132","C8orf34"
"2133","C8orf37"
"2134","C8orf44-SGK3"
"2135","C8orf48"
"2136","C8orf58"
"2137","C8orf74"
"2138","C8orf76"
"2139","C8orf82"
"2140","C8orf86"
"2141","C9"
"2142","C9orf106"
"2143","C9orf116"
"2144","C9orf129"
"2145","C9orf131"
"2146","C9orf135"
"2147","C9orf152"
"2148","C9orf153"
"2149","C9orf16"
"2150","C9orf163"
"2151","C9orf24"
"2152","C9orf40"
"2153","C9orf43"
"2154","C9orf50"
"2155","C9orf57"
"2156","C9orf62"
"2157","C9orf64"
"2158","C9orf72"
"2159","C9orf78"
"2160","C9orf85"
"2161","C9orf92"
"2162","CA1"
"2163","CA10"
"2164","CA11"
"2165","CA12"
"2166","CA13"
"2167","CA14"
"2168","CA2"
"2169","CA3"
"2170","CA4"
"2171","CA5A"
"2172","CA5B"
"2173","CA5BP1"
"2174","CA6"
"2175","CA7"
"2176","CA8"
"2177","CA9"
"2178","CAAP1"
"2179","CAB39"
"2180","CAB39L"
"2181","CABCOCO1"
"2182","CABIN1"
"2183","CABLES1"
"2184","CABLES2"
"2185","CABP1"
"2186","CABP2"
"2187","CABP4"
"2188","CABP5"
"2189","CABP7"
"2190","CABS1"
"2191","CABYR"
"2192","CACFD1"
"2193","CACHD1"
"2194","CACNA1A"
"2195","CACNA1B"
"2196","CACNA1C"
"2197","CACNA1D"
"2198","CACNA1E"
"2199","CACNA1F"
"2200","CACNA1G"
"2201","CACNA1H"
"2202","CACNA1I"
"2203","CACNA1S"
"2204","CACNA2D1"
"2205","CACNA2D2"
"2206","CACNA2D3"
"2207","CACNA2D4"
"2208","CACNB1"
"2209","CACNB2"
"2210","CACNB3"
"2211","CACNB4"
"2212","CACNG1"
"2213","CACNG2"
"2214","CACNG3"
"2215","CACNG4"
"2216","CACNG5"
"2217","CACNG6"
"2218","CACNG7"
"2219","CACNG8"
"2220","CACTIN"
"2221","CACUL1"
"2222","CACYBP"
"2223","CAD"
"2224","CADM1"
"2225","CADM2"
"2226","CADM3"
"2227","CADM4"
"2228","CADPS"
"2229","CADPS2"
"2230","CAGE1"
"2231","CALB1"
"2232","CALB2"
"2233","CALCA"
"2234","CALCB"
"2235","CALCOCO1"
"2236","CALCOCO2"
"2237","CALCR"
"2238","CALCRL"
"2239","CALD1"
"2240","CALHM1"
"2241","CALHM2"
"2242","CALHM3"
"2243","CALHM4"
"2244","CALHM5"
"2245","CALHM6"
"2246","CALM1"
"2247","CALM2"
"2248","CALM3"
"2249","CALML3"
"2250","CALML4"
"2251","CALML5"
"2252","CALML6"
"2253","CALN1"
"2254","CALR"
"2255","CALR3"
"2256","CALU"
"2257","CALY"
"2258","CAMK1"
"2259","CAMK1D"
"2260","CAMK1G"
"2261","CAMK2A"
"2262","CAMK2B"
"2263","CAMK2D"
"2264","CAMK2G"
"2265","CAMK2N1"
"2266","CAMK2N2"
"2267","CAMK4"
"2268","CAMKK1"
"2269","CAMKK2"
"2270","CAMKMT"
"2271","CAMKV"
"2272","CAMLG"
"2273","CAMP"
"2274","CAMSAP1"
"2275","CAMSAP2"
"2276","CAMSAP3"
"2277","CAMTA1"
"2278","CAMTA2"
"2279","CAND1"
"2280","CAND2"
"2281","CANT1"
"2282","CANX"
"2283","CAP1"
"2284","CAP2"
"2285","CAPG"
"2286","CAPN1"
"2287","CAPN10"
"2288","CAPN11"
"2289","CAPN12"
"2290","CAPN13"
"2291","CAPN14"
"2292","CAPN15"
"2293","CAPN2"
"2294","CAPN3"
"2295","CAPN5"
"2296","CAPN6"
"2297","CAPN7"
"2298","CAPN8"
"2299","CAPN9"
"2300","CAPNS1"
"2301","CAPNS2"
"2302","CAPRIN1"
"2303","CAPRIN2"
"2304","CAPS"
"2305","CAPS2"
"2306","CAPSL"
"2307","CAPZA1"
"2308","CAPZA2"
"2309","CAPZA3"
"2310","CAPZB"
"2311","CARD10"
"2312","CARD11"
"2313","CARD14"
"2314","CARD16"
"2315","CARD17"
"2316","CARD18"
"2317","CARD19"
"2318","CARD6"
"2319","CARD8"
"2320","CARD9"
"2321","CARF"
"2322","CARHSP1"
"2323","CARM1"
"2324","CARM1P1"
"2325","CARMIL1"
"2326","CARMIL2"
"2327","CARMIL3"
"2328","CARNMT1"
"2329","CARNS1"
"2330","CARS1"
"2331","CARS2"
"2332","CARTPT"
"2333","CASC3"
"2334","CASD1"
"2335","CASK"
"2336","CASKIN1"
"2337","CASKIN2"
"2338","CASP1"
"2339","CASP10"
"2340","CASP14"
"2341","CASP2"
"2342","CASP3"
"2343","CASP4"
"2344","CASP5"
"2345","CASP6"
"2346","CASP7"
"2347","CASP8"
"2348","CASP8AP2"
"2349","CASP9"
"2350","CASQ1"
"2351","CASQ2"
"2352","CASR"
"2353","CASS4"
"2354","CAST"
"2355","CASTOR1"
"2356","CASTOR2"
"2357","CASTOR3"
"2358","CASZ1"
"2359","CAT"
"2360","CATIP"
"2361","CATSPER1"
"2362","CATSPER2"
"2363","CATSPER3"
"2364","CATSPER4"
"2365","CATSPERB"
"2366","CATSPERD"
"2367","CATSPERE"
"2368","CATSPERG"
"2369","CATSPERZ"
"2370","CAV1"
"2371","CAV2"
"2372","CAV3"
"2373","CAVIN1"
"2374","CAVIN2"
"2375","CAVIN3"
"2376","CAVIN4"
"2377","CBARP"
"2378","CBFA2T2"
"2379","CBFA2T3"
"2380","CBFB"
"2381","CBL"
"2382","CBLB"
"2383","CBLC"
"2384","CBLIF"
"2385","CBLL1"
"2386","CBLL2"
"2387","CBLN1"
"2388","CBLN2"
"2389","CBLN3"
"2390","CBLN4"
"2391","CBR1"
"2392","CBR3"
"2393","CBR4"
"2394","CBS"
"2395","CBWD1"
"2396","CBWD2"
"2397","CBWD3"
"2398","CBWD5"
"2399","CBWD6"
"2400","CBX1"
"2401","CBX2"
"2402","CBX3"
"2403","CBX4"
"2404","CBX5"
"2405","CBX6"
"2406","CBX7"
"2407","CBX8"
"2408","CBY1"
"2409","CBY2"
"2410","CC2D1A"
"2411","CC2D1B"
"2412","CC2D2A"
"2413","CC2D2B"
"2414","CCAR1"
"2415","CCAR2"
"2416","CCBE1"
"2417","CCDC102A"
"2418","CCDC102B"
"2419","CCDC103"
"2420","CCDC105"
"2421","CCDC106"
"2422","CCDC107"
"2423","CCDC110"
"2424","CCDC112"
"2425","CCDC113"
"2426","CCDC114"
"2427","CCDC115"
"2428","CCDC116"
"2429","CCDC117"
"2430","CCDC12"
"2431","CCDC120"
"2432","CCDC121"
"2433","CCDC122"
"2434","CCDC124"
"2435","CCDC125"
"2436","CCDC126"
"2437","CCDC127"
"2438","CCDC13"
"2439","CCDC130"
"2440","CCDC134"
"2441","CCDC136"
"2442","CCDC137"
"2443","CCDC138"
"2444","CCDC14"
"2445","CCDC140"
"2446","CCDC141"
"2447","CCDC142"
"2448","CCDC144A"
"2449","CCDC144B"
"2450","CCDC144NL"
"2451","CCDC146"
"2452","CCDC148"
"2453","CCDC149"
"2454","CCDC15"
"2455","CCDC150"
"2456","CCDC151"
"2457","CCDC153"
"2458","CCDC154"
"2459","CCDC157"
"2460","CCDC158"
"2461","CCDC159"
"2462","CCDC160"
"2463","CCDC163"
"2464","CCDC167"
"2465","CCDC168"
"2466","CCDC17"
"2467","CCDC170"
"2468","CCDC171"
"2469","CCDC172"
"2470","CCDC173"
"2471","CCDC174"
"2472","CCDC178"
"2473","CCDC18"
"2474","CCDC180"
"2475","CCDC181"
"2476","CCDC182"
"2477","CCDC183"
"2478","CCDC184"
"2479","CCDC185"
"2480","CCDC186"
"2481","CCDC188"
"2482","CCDC189"
"2483","CCDC190"
"2484","CCDC191"
"2485","CCDC197"
"2486","CCDC198"
"2487","CCDC22"
"2488","CCDC24"
"2489","CCDC25"
"2490","CCDC27"
"2491","CCDC28A"
"2492","CCDC28B"
"2493","CCDC3"
"2494","CCDC30"
"2495","CCDC32"
"2496","CCDC33"
"2497","CCDC34"
"2498","CCDC38"
"2499","CCDC39"
"2500","CCDC40"
"2501","CCDC42"
"2502","CCDC43"
"2503","CCDC47"
"2504","CCDC50"
"2505","CCDC51"
"2506","CCDC54"
"2507","CCDC57"
"2508","CCDC58"
"2509","CCDC59"
"2510","CCDC6"
"2511","CCDC60"
"2512","CCDC61"
"2513","CCDC62"
"2514","CCDC63"
"2515","CCDC65"
"2516","CCDC66"
"2517","CCDC68"
"2518","CCDC69"
"2519","CCDC7"
"2520","CCDC70"
"2521","CCDC71"
"2522","CCDC71L"
"2523","CCDC73"
"2524","CCDC74A"
"2525","CCDC74B"
"2526","CCDC77"
"2527","CCDC78"
"2528","CCDC8"
"2529","CCDC80"
"2530","CCDC81"
"2531","CCDC82"
"2532","CCDC83"
"2533","CCDC85A"
"2534","CCDC85B"
"2535","CCDC86"
"2536","CCDC87"
"2537","CCDC88A"
"2538","CCDC88B"
"2539","CCDC88C"
"2540","CCDC89"
"2541","CCDC9"
"2542","CCDC90B"
"2543","CCDC91"
"2544","CCDC92"
"2545","CCDC93"
"2546","CCDC96"
"2547","CCDC97"
"2548","CCDC9B"
"2549","CCER1"
"2550","CCHCR1"
"2551","CCIN"
"2552","CCK"
"2553","CCKAR"
"2554","CCKBR"
"2555","CCL1"
"2556","CCL11"
"2557","CCL13"
"2558","CCL14"
"2559","CCL15"
"2560","CCL16"
"2561","CCL17"
"2562","CCL18"
"2563","CCL19"
"2564","CCL2"
"2565","CCL20"
"2566","CCL21"
"2567","CCL22"
"2568","CCL23"
"2569","CCL24"
"2570","CCL25"
"2571","CCL26"
"2572","CCL27"
"2573","CCL28"
"2574","CCL3"
"2575","CCL3L3"
"2576","CCL4"
"2577","CCL4L2"
"2578","CCL5"
"2579","CCL7"
"2580","CCL8"
"2581","CCM2"
"2582","CCM2L"
"2583","CCN1"
"2584","CCN2"
"2585","CCN3"
"2586","CCN4"
"2587","CCN5"
"2588","CCN6"
"2589","CCNA1"
"2590","CCNA2"
"2591","CCNB1"
"2592","CCNB1IP1"
"2593","CCNB2"
"2594","CCNB3"
"2595","CCNC"
"2596","CCND1"
"2597","CCND2"
"2598","CCND3"
